boyd2
[0, 1, 0]:MoveForwardAction:[0, 2, 0]:1.0
[0, 2, 2]:TurnRightAction:[0, 2, 1]:1.0
[0, 2, 2]:StopAction:[0, 2, 2]:1.0
[0, 2, 3]:MoveForwardAction:[0, 2, 3]:1.0
[0, 2, 3]:TurnLeftAction:[0, 2, 3]:0.0
[0, 2, 3]:TurnLeftAction:[0, 2, 0]:1.0
[0, 2, 3]:TurnRightAction:[0, 2, 3]:0.0
[0, 2, 3]:TurnRightAction:[0, 2, 2]:1.0
[0, 2, 3]:StopAction:[0, 2, 3]:1.0
[0, 3, 0]:MoveForwardAction:[0, 4, 0]:1.0
[0, 3, 0]:MoveForwardAction:[0, 3, 0]:0.0
[0, 3, 0]:TurnLeftAction:[0, 3, 1]:1.0
[0, 3, 0]:TurnLeftAction:[0, 3, 0]:0.0
[0, 3, 0]:TurnRightAction:[0, 3, 3]:1.0
[0, 3, 0]:TurnRightAction:[0, 3, 0]:0.0
[0, 3, 0]:StopAction:[0, 3, 0]:1.0
[0, 3, 1]:MoveForwardAction:[0, 3, 1]:1.0
[0, 3, 1]:TurnLeftAction:[0, 3, 2]:1.0
[0, 3, 1]:TurnLeftAction:[0, 3, 1]:0.0
[0, 3, 1]:TurnRightAction:[0, 3, 1]:0.0
[0, 3, 1]:TurnRightAction:[0, 3, 0]:1.0
[0, 3, 1]:StopAction:[0, 3, 1]:1.0
[0, 3, 2]:MoveForwardAction:[0, 3, 2]:0.0
[0, 3, 2]:MoveForwardAction:[0, 2, 2]:1.0
[0, 3, 2]:TurnLeftAction:[0, 3, 3]:1.0
[0, 3, 2]:TurnLeftAction:[0, 3, 2]:0.0
[0, 3, 2]:TurnRightAction:[0, 3, 2]:0.0
[0, 3, 2]:TurnRightAction:[0, 3, 1]:1.0
[0, 3, 2]:StopAction:[0, 3, 2]:1.0
[0, 3, 3]:MoveForwardAction:[0, 3, 3]:1.0
[0, 3, 3]:TurnLeftAction:[0, 3, 3]:0.0
[0, 3, 3]:TurnLeftAction:[0, 3, 0]:1.0
[0, 3, 3]:TurnRightAction:[0, 3, 3]:0.0
[0, 3, 3]:TurnRightAction:[0, 3, 2]:1.0
[0, 3, 3]:StopAction:[0, 3, 3]:1.0
[0, 4, 0]:MoveForwardAction:[0, 5, 0]:1.0
[0, 4, 0]:MoveForwardAction:[0, 4, 0]:0.0
[0, 4, 0]:TurnLeftAction:[0, 4, 1]:1.0
[0, 4, 0]:TurnLeftAction:[0, 4, 0]:0.0
[0, 4, 0]:TurnRightAction:[0, 4, 3]:1.0
[0, 4, 0]:TurnRightAction:[0, 4, 0]:0.0
[0, 4, 0]:StopAction:[0, 4, 0]:1.0
[0, 4, 1]:MoveForwardAction:[0, 4, 1]:1.0
[0, 4, 1]:TurnLeftAction:[0, 4, 2]:1.0
[0, 4, 1]:TurnLeftAction:[0, 4, 1]:0.0
[0, 4, 1]:TurnRightAction:[0, 4, 1]:0.0
[0, 4, 1]:TurnRightAction:[0, 4, 0]:1.0
[0, 4, 1]:StopAction:[0, 4, 1]:1.0
[0, 4, 2]:MoveForwardAction:[0, 4, 2]:0.0
[0, 4, 2]:MoveForwardAction:[0, 3, 2]:1.0
[0, 4, 2]:TurnLeftAction:[0, 4, 2]:0.0
[0, 4, 2]:TurnLeftAction:[0, 4, 3]:1.0
[0, 4, 2]:TurnRightAction:[0, 4, 2]:0.0
[0, 4, 2]:TurnRightAction:[0, 4, 1]:1.0
[0, 4, 2]:StopAction:[0, 4, 2]:1.0
[0, 4, 3]:MoveForwardAction:[0, 4, 3]:1.0
[0, 4, 3]:TurnLeftAction:[0, 4, 3]:0.0
[0, 4, 3]:TurnLeftAction:[0, 4, 0]:1.0
[0, 4, 3]:TurnRightAction:[0, 4, 2]:1.0
[0, 4, 3]:TurnRightAction:[0, 4, 3]:0.0
[0, 4, 3]:StopAction:[0, 4, 3]:1.0
[0, 5, 0]:MoveForwardAction:[0, 6, 0]:1.0
[0, 5, 0]:MoveForwardAction:[0, 5, 0]:0.0
[0, 5, 0]:TurnLeftAction:[0, 5, 1]:1.0
[0, 5, 0]:TurnLeftAction:[0, 5, 0]:0.0
[0, 5, 0]:TurnRightAction:[0, 5, 0]:0.0
[0, 5, 0]:TurnRightAction:[0, 5, 3]:1.0
[0, 5, 0]:StopAction:[0, 5, 0]:1.0
[0, 5, 1]:MoveForwardAction:[0, 5, 1]:1.0
[0, 5, 1]:TurnLeftAction:[0, 5, 1]:0.0
[0, 5, 1]:TurnLeftAction:[0, 5, 2]:1.0
[0, 5, 1]:TurnRightAction:[0, 5, 1]:0.0
[0, 5, 1]:TurnRightAction:[0, 5, 0]:1.0
[0, 5, 1]:StopAction:[0, 5, 1]:1.0
[0, 5, 2]:MoveForwardAction:[0, 4, 2]:1.0
[0, 5, 2]:MoveForwardAction:[0, 5, 2]:0.0
[0, 5, 2]:TurnLeftAction:[0, 5, 2]:0.0
[0, 5, 2]:TurnLeftAction:[0, 5, 3]:1.0
[0, 5, 2]:TurnRightAction:[0, 5, 1]:1.0
[0, 5, 2]:TurnRightAction:[0, 5, 2]:0.0
[0, 5, 2]:StopAction:[0, 5, 2]:1.0
[0, 5, 3]:MoveForwardAction:[0, 5, 3]:1.0
[0, 5, 3]:TurnLeftAction:[0, 5, 0]:1.0
[0, 5, 3]:TurnLeftAction:[0, 5, 3]:0.0
[0, 5, 3]:TurnRightAction:[0, 5, 2]:1.0
[0, 5, 3]:TurnRightAction:[0, 5, 3]:0.0
[0, 5, 3]:StopAction:[0, 5, 3]:1.0
[0, 6, 0]:MoveForwardAction:[0, 6, 0]:0.0
[0, 6, 0]:MoveForwardAction:[0, 7, 0]:1.0
[0, 6, 0]:TurnLeftAction:[0, 6, 0]:0.0
[0, 6, 0]:TurnLeftAction:[0, 6, 1]:1.0
[0, 6, 0]:TurnRightAction:[0, 6, 0]:0.0
[0, 6, 0]:TurnRightAction:[0, 6, 3]:1.0
[0, 6, 0]:StopAction:[0, 6, 0]:1.0
[0, 6, 1]:MoveForwardAction:[0, 6, 1]:1.0
[0, 6, 1]:TurnLeftAction:[0, 6, 1]:0.0
[0, 6, 1]:TurnLeftAction:[0, 6, 2]:1.0
[0, 6, 1]:TurnRightAction:[0, 6, 0]:1.0
[0, 6, 1]:TurnRightAction:[0, 6, 1]:0.0
[0, 6, 1]:StopAction:[0, 6, 1]:1.0
[0, 6, 2]:MoveForwardAction:[0, 5, 2]:1.0
[0, 6, 2]:MoveForwardAction:[0, 6, 2]:0.0
[0, 6, 2]:TurnLeftAction:[0, 6, 2]:0.0
[0, 6, 2]:TurnLeftAction:[0, 6, 3]:1.0
[0, 6, 2]:TurnRightAction:[0, 6, 1]:1.0
[0, 6, 2]:TurnRightAction:[0, 6, 2]:0.0
[0, 6, 2]:StopAction:[0, 6, 2]:1.0
[0, 6, 3]:MoveForwardAction:[0, 6, 3]:1.0
[0, 6, 3]:TurnLeftAction:[0, 6, 0]:1.0
[0, 6, 3]:TurnLeftAction:[0, 6, 3]:0.0
[0, 6, 3]:TurnRightAction:[0, 6, 2]:1.0
[0, 6, 3]:TurnRightAction:[0, 6, 3]:0.0
[0, 6, 3]:StopAction:[0, 6, 3]:1.0
[0, 7, 0]:MoveForwardAction:[0, 7, 0]:0.0
[0, 7, 0]:MoveForwardAction:[0, 8, 0]:1.0
[0, 7, 0]:TurnLeftAction:[0, 7, 0]:0.0
[0, 7, 0]:TurnLeftAction:[0, 7, 1]:1.0
[0, 7, 0]:TurnRightAction:[0, 7, 0]:0.0
[0, 7, 0]:TurnRightAction:[0, 7, 3]:1.0
[0, 7, 0]:StopAction:[0, 7, 0]:1.0
[0, 7, 1]:MoveForwardAction:[0, 7, 1]:1.0
[0, 7, 1]:TurnLeftAction:[0, 7, 1]:0.0
[0, 7, 1]:TurnLeftAction:[0, 7, 2]:1.0
[0, 7, 1]:TurnRightAction:[0, 7, 0]:1.0
[0, 7, 1]:TurnRightAction:[0, 7, 1]:0.0
[0, 7, 1]:StopAction:[0, 7, 1]:1.0
[0, 7, 2]:MoveForwardAction:[0, 6, 2]:1.0
[0, 7, 2]:MoveForwardAction:[0, 7, 2]:0.0
[0, 7, 2]:TurnLeftAction:[0, 7, 3]:1.0
[0, 7, 2]:TurnLeftAction:[0, 7, 2]:0.0
[0, 7, 2]:TurnRightAction:[0, 7, 1]:1.0
[0, 7, 2]:TurnRightAction:[0, 7, 2]:0.0
[0, 7, 2]:StopAction:[0, 7, 2]:1.0
[0, 7, 3]:MoveForwardAction:[0, 7, 3]:1.0
[0, 7, 3]:TurnLeftAction:[0, 7, 0]:1.0
[0, 7, 3]:TurnLeftAction:[0, 7, 3]:0.0
[0, 7, 3]:TurnRightAction:[0, 7, 3]:0.0
[0, 7, 3]:TurnRightAction:[0, 7, 2]:1.0
[0, 7, 3]:StopAction:[0, 7, 3]:1.0
[0, 8, 0]:MoveForwardAction:[0, 8, 0]:1.0
[0, 8, 0]:TurnLeftAction:[0, 8, 0]:0.0
[0, 8, 0]:TurnLeftAction:[0, 8, 1]:1.0
[0, 8, 0]:TurnRightAction:[0, 8, 3]:1.0
[0, 8, 0]:TurnRightAction:[0, 8, 0]:0.0
[0, 8, 0]:StopAction:[0, 8, 0]:1.0
[0, 8, 1]:MoveForwardAction:[0, 8, 1]:1.0
[0, 8, 1]:TurnLeftAction:[0, 8, 2]:1.0
[0, 8, 1]:TurnLeftAction:[0, 8, 1]:0.0
[0, 8, 1]:TurnRightAction:[0, 8, 0]:1.0
[0, 8, 1]:TurnRightAction:[0, 8, 1]:0.0
[0, 8, 1]:StopAction:[0, 8, 1]:1.0
[0, 8, 2]:MoveForwardAction:[0, 8, 2]:0.0
[0, 8, 2]:MoveForwardAction:[0, 7, 2]:1.0
[0, 8, 2]:TurnLeftAction:[0, 8, 2]:0.0
[0, 8, 2]:TurnLeftAction:[0, 8, 3]:1.0
[0, 8, 2]:TurnRightAction:[0, 8, 2]:0.0
[0, 8, 2]:TurnRightAction:[0, 8, 1]:1.0
[0, 8, 2]:StopAction:[0, 8, 2]:1.0
[0, 8, 3]:MoveForwardAction:[0, 8, 3]:1.0
[0, 8, 3]:TurnLeftAction:[0, 8, 3]:0.0
[0, 8, 3]:TurnLeftAction:[0, 8, 0]:1.0
[0, 8, 3]:TurnRightAction:[0, 8, 2]:1.0
[0, 8, 3]:TurnRightAction:[0, 8, 3]:0.0
[0, 8, 3]:StopAction:[0, 8, 3]:1.0
[1, 1, 0]:MoveForwardAction:[1, 1, 0]:1.0
[1, 1, 0]:TurnLeftAction:[1, 1, 1]:1.0
[1, 1, 0]:TurnLeftAction:[1, 1, 0]:0.0
[1, 1, 0]:TurnRightAction:[1, 1, 3]:1.0
[1, 1, 0]:TurnRightAction:[1, 1, 0]:0.0
[1, 1, 0]:StopAction:[1, 1, 0]:1.0
[1, 1, 1]:MoveForwardAction:[1, 1, 1]:0.0
[1, 1, 1]:MoveForwardAction:[0, 1, 1]:1.0
[1, 1, 1]:TurnLeftAction:[1, 1, 2]:1.0
[1, 1, 1]:TurnLeftAction:[1, 1, 1]:0.0
[1, 1, 1]:TurnRightAction:[1, 1, 1]:0.0
[1, 1, 1]:TurnRightAction:[1, 1, 0]:1.0
[1, 1, 1]:StopAction:[1, 1, 1]:1.0
[1, 1, 2]:MoveForwardAction:[1, 1, 2]:1.0
[1, 1, 2]:TurnLeftAction:[1, 1, 3]:1.0
[1, 1, 2]:TurnLeftAction:[1, 1, 2]:0.0
[1, 1, 2]:TurnRightAction:[1, 1, 2]:0.0
[1, 1, 2]:TurnRightAction:[1, 1, 1]:1.0
[1, 1, 2]:StopAction:[1, 1, 2]:1.0
[1, 1, 3]:MoveForwardAction:[2, 1, 3]:1.0
[1, 1, 3]:MoveForwardAction:[1, 1, 3]:0.0
[1, 1, 3]:TurnLeftAction:[1, 1, 3]:0.0
[1, 1, 3]:TurnLeftAction:[1, 1, 0]:1.0
[1, 1, 3]:TurnRightAction:[1, 1, 3]:0.0
[1, 1, 3]:TurnRightAction:[1, 1, 2]:1.0
[1, 1, 3]:StopAction:[1, 1, 3]:1.0
[2, 1, 0]:MoveForwardAction:[2, 1, 0]:1.0
[2, 1, 0]:TurnLeftAction:[2, 1, 1]:1.0
[2, 1, 0]:TurnLeftAction:[2, 1, 0]:0.0
[2, 1, 0]:TurnRightAction:[2, 1, 3]:1.0
[2, 1, 0]:TurnRightAction:[2, 1, 0]:0.0
[2, 1, 0]:StopAction:[2, 1, 0]:1.0
[2, 1, 1]:MoveForwardAction:[2, 1, 1]:0.0
[2, 1, 1]:MoveForwardAction:[1, 1, 1]:1.0
[2, 1, 1]:TurnLeftAction:[2, 1, 2]:1.0
[2, 1, 1]:TurnLeftAction:[2, 1, 1]:0.0
[2, 1, 1]:TurnRightAction:[2, 1, 1]:0.0
[2, 1, 1]:TurnRightAction:[2, 1, 0]:1.0
[2, 1, 1]:StopAction:[2, 1, 1]:1.0
[2, 1, 2]:MoveForwardAction:[2, 1, 2]:1.0
[2, 1, 2]:TurnLeftAction:[2, 1, 3]:1.0
[2, 1, 2]:TurnLeftAction:[2, 1, 2]:0.0
[2, 1, 2]:TurnRightAction:[2, 1, 2]:0.0
[2, 1, 2]:TurnRightAction:[2, 1, 1]:1.0
[2, 1, 2]:StopAction:[2, 1, 2]:1.0
[2, 1, 3]:MoveForwardAction:[2, 1, 3]:0.0
[2, 1, 3]:MoveForwardAction:[3, 1, 3]:1.0
[2, 1, 3]:TurnLeftAction:[2, 1, 3]:0.0
[2, 1, 3]:TurnLeftAction:[2, 1, 0]:1.0
[2, 1, 3]:TurnRightAction:[2, 1, 3]:0.0
[2, 1, 3]:TurnRightAction:[2, 1, 2]:1.0
[2, 1, 3]:StopAction:[2, 1, 3]:1.0
[3, 1, 0]:MoveForwardAction:[3, 1, 0]:1.0
[3, 1, 0]:TurnLeftAction:[3, 1, 1]:1.0
[3, 1, 0]:TurnLeftAction:[3, 1, 0]:0.0
[3, 1, 0]:TurnRightAction:[3, 1, 3]:1.0
[3, 1, 0]:TurnRightAction:[3, 1, 0]:0.0
[3, 1, 0]:StopAction:[3, 1, 0]:1.0
[3, 1, 1]:MoveForwardAction:[3, 1, 1]:0.0
[3, 1, 1]:MoveForwardAction:[2, 1, 1]:1.0
[3, 1, 1]:TurnLeftAction:[3, 1, 2]:1.0
[3, 1, 1]:TurnLeftAction:[3, 1, 1]:0.0
[3, 1, 1]:TurnRightAction:[3, 1, 1]:0.0
[3, 1, 1]:TurnRightAction:[3, 1, 0]:1.0
[3, 1, 1]:StopAction:[3, 1, 1]:1.0
[3, 1, 2]:MoveForwardAction:[3, 1, 2]:1.0
[3, 1, 2]:TurnLeftAction:[3, 1, 2]:0.0
[3, 1, 2]:TurnLeftAction:[3, 1, 3]:1.0
[3, 1, 2]:TurnRightAction:[3, 1, 2]:0.0
[3, 1, 2]:TurnRightAction:[3, 1, 1]:1.0
[3, 1, 2]:StopAction:[3, 1, 2]:1.0
[3, 1, 3]:MoveForwardAction:[3, 1, 3]:0.0
[3, 1, 3]:MoveForwardAction:[4, 1, 3]:1.0
[3, 1, 3]:TurnLeftAction:[3, 1, 3]:0.0
[3, 1, 3]:TurnLeftAction:[3, 1, 0]:1.0
[3, 1, 3]:TurnRightAction:[3, 1, 2]:1.0
[3, 1, 3]:TurnRightAction:[3, 1, 3]:0.0
[3, 1, 3]:StopAction:[3, 1, 3]:1.0
[4, 1, 0]:MoveForwardAction:[4, 1, 0]:1.0
[4, 1, 0]:TurnLeftAction:[4, 1, 1]:1.0
[4, 1, 0]:TurnLeftAction:[4, 1, 0]:0.0
[4, 1, 0]:TurnRightAction:[4, 1, 0]:0.0
[4, 1, 0]:TurnRightAction:[4, 1, 3]:1.0
[4, 1, 0]:StopAction:[4, 1, 0]:1.0
[4, 1, 1]:MoveForwardAction:[4, 1, 1]:0.0
[4, 1, 1]:MoveForwardAction:[3, 1, 1]:1.0
[4, 1, 1]:TurnLeftAction:[4, 1, 1]:0.0
[4, 1, 1]:TurnLeftAction:[4, 1, 2]:1.0
[4, 1, 1]:TurnRightAction:[4, 1, 1]:0.0
[4, 1, 1]:TurnRightAction:[4, 1, 0]:1.0
[4, 1, 1]:StopAction:[4, 1, 1]:1.0
[4, 1, 2]:MoveForwardAction:[4, 1, 2]:1.0
[4, 1, 2]:TurnLeftAction:[4, 1, 2]:0.0
[4, 1, 2]:TurnLeftAction:[4, 1, 3]:1.0
[4, 1, 2]:TurnRightAction:[4, 1, 1]:1.0
[4, 1, 2]:TurnRightAction:[4, 1, 2]:0.0
[4, 1, 2]:StopAction:[4, 1, 2]:1.0
[4, 1, 3]:MoveForwardAction:[4, 1, 3]:0.0
[4, 1, 3]:MoveForwardAction:[5, 1, 3]:1.0
[4, 1, 3]:TurnLeftAction:[4, 1, 0]:1.0
[4, 1, 3]:TurnLeftAction:[4, 1, 3]:0.0
[4, 1, 3]:TurnRightAction:[4, 1, 2]:1.0
[4, 1, 3]:TurnRightAction:[4, 1, 3]:0.0
[4, 1, 3]:StopAction:[4, 1, 3]:1.0
[5, 1, 0]:MoveForwardAction:[5, 1, 0]:1.0
[5, 1, 0]:TurnLeftAction:[5, 1, 0]:0.0
[5, 1, 0]:TurnLeftAction:[5, 1, 1]:1.0
[5, 1, 0]:TurnRightAction:[5, 1, 0]:0.0
[5, 1, 0]:TurnRightAction:[5, 1, 3]:1.0
[5, 1, 0]:StopAction:[5, 1, 0]:1.0
[5, 1, 1]:MoveForwardAction:[4, 1, 1]:1.0
[5, 1, 1]:MoveForwardAction:[5, 1, 1]:0.0
[5, 1, 1]:TurnLeftAction:[5, 1, 1]:0.0
[5, 1, 1]:TurnLeftAction:[5, 1, 2]:1.0
[5, 1, 1]:TurnRightAction:[5, 1, 0]:1.0
[5, 1, 1]:TurnRightAction:[5, 1, 1]:0.0
[5, 1, 1]:StopAction:[5, 1, 1]:1.0
[5, 1, 2]:MoveForwardAction:[5, 1, 2]:1.0
[5, 1, 2]:TurnLeftAction:[5, 1, 2]:0.0
[5, 1, 2]:TurnLeftAction:[5, 1, 3]:1.0
[5, 1, 2]:TurnRightAction:[5, 1, 1]:1.0
[5, 1, 2]:TurnRightAction:[5, 1, 2]:0.0
[5, 1, 2]:StopAction:[5, 1, 2]:1.0
[5, 1, 3]:MoveForwardAction:[6, 1, 3]:1.0
[5, 1, 3]:MoveForwardAction:[5, 1, 3]:0.0
[5, 1, 3]:TurnLeftAction:[5, 1, 0]:1.0
[5, 1, 3]:TurnLeftAction:[5, 1, 3]:0.0
[5, 1, 3]:TurnRightAction:[5, 1, 2]:1.0
[5, 1, 3]:TurnRightAction:[5, 1, 3]:0.0
[5, 1, 3]:StopAction:[5, 1, 3]:1.0
[6, 1, 0]:MoveForwardAction:[6, 1, 0]:1.0
[6, 1, 0]:TurnLeftAction:[6, 1, 0]:0.0
[6, 1, 0]:TurnLeftAction:[6, 1, 1]:1.0
[6, 1, 0]:TurnRightAction:[6, 1, 0]:0.0
[6, 1, 0]:TurnRightAction:[6, 1, 3]:1.0
[6, 1, 0]:StopAction:[6, 1, 0]:1.0
[6, 1, 1]:MoveForwardAction:[5, 1, 1]:1.0
[6, 1, 1]:MoveForwardAction:[6, 1, 1]:0.0
[6, 1, 1]:TurnLeftAction:[6, 1, 1]:0.0
[6, 1, 1]:TurnLeftAction:[6, 1, 2]:1.0
[6, 1, 1]:TurnRightAction:[6, 1, 0]:1.0
[6, 1, 1]:TurnRightAction:[6, 1, 1]:0.0
[6, 1, 1]:StopAction:[6, 1, 1]:1.0
[6, 1, 2]:MoveForwardAction:[6, 1, 2]:1.0
[6, 1, 2]:TurnLeftAction:[6, 1, 3]:1.0
[6, 1, 2]:TurnLeftAction:[6, 1, 2]:0.0
[6, 1, 2]:TurnRightAction:[6, 1, 1]:1.0
[6, 1, 2]:TurnRightAction:[6, 1, 2]:0.0
[6, 1, 2]:StopAction:[6, 1, 2]:1.0
[6, 1, 3]:MoveForwardAction:[6, 1, 3]:0.0
[6, 1, 3]:MoveForwardAction:[7, 1, 3]:1.0
[6, 1, 3]:TurnLeftAction:[6, 1, 0]:1.0
[6, 1, 3]:TurnLeftAction:[6, 1, 3]:0.0
[6, 1, 3]:TurnRightAction:[6, 1, 3]:0.0
[6, 1, 3]:TurnRightAction:[6, 1, 2]:1.0
[6, 1, 3]:StopAction:[6, 1, 3]:1.0
[7, 1, 0]:MoveForwardAction:[7, 1, 0]:1.0
[7, 1, 0]:TurnLeftAction:[7, 1, 0]:0.0
[7, 1, 0]:TurnLeftAction:[7, 1, 1]:1.0
[7, 1, 0]:TurnRightAction:[7, 1, 3]:1.0
[7, 1, 0]:TurnRightAction:[7, 1, 0]:0.0
[7, 1, 0]:StopAction:[7, 1, 0]:1.0
[7, 1, 1]:MoveForwardAction:[6, 1, 1]:1.0
[7, 1, 1]:MoveForwardAction:[7, 1, 1]:0.0
[7, 1, 1]:TurnLeftAction:[7, 1, 2]:1.0
[7, 1, 1]:TurnLeftAction:[7, 1, 1]:0.0
[7, 1, 1]:TurnRightAction:[7, 1, 0]:1.0
[7, 1, 1]:TurnRightAction:[7, 1, 1]:0.0
[7, 1, 1]:StopAction:[7, 1, 1]:1.0
[7, 1, 2]:MoveForwardAction:[7, 1, 2]:1.0
[7, 1, 2]:TurnLeftAction:[7, 1, 2]:0.0
[7, 1, 2]:TurnLeftAction:[7, 1, 3]:1.0
[7, 1, 2]:TurnRightAction:[7, 1, 2]:0.0
[7, 1, 2]:TurnRightAction:[7, 1, 1]:1.0
[7, 1, 2]:StopAction:[7, 1, 2]:1.0
[7, 1, 3]:MoveForwardAction:[8, 1, 3]:1.0
[7, 1, 3]:MoveForwardAction:[7, 1, 3]:0.0
[7, 1, 3]:TurnLeftAction:[7, 1, 3]:0.0
[7, 1, 3]:TurnLeftAction:[7, 1, 0]:1.0
[7, 1, 3]:TurnRightAction:[7, 1, 2]:1.0
[7, 1, 3]:TurnRightAction:[7, 1, 3]:0.0
[7, 1, 3]:StopAction:[7, 1, 3]:1.0
[8, 1, 0]:MoveForwardAction:[8, 1, 0]:1.0
[8, 1, 0]:TurnLeftAction:[8, 1, 1]:1.0
[8, 1, 0]:TurnLeftAction:[8, 1, 0]:0.0
[8, 1, 0]:TurnRightAction:[8, 1, 3]:1.0
[8, 1, 0]:TurnRightAction:[8, 1, 0]:0.0
[8, 1, 0]:StopAction:[8, 1, 0]:1.0
[8, 1, 1]:MoveForwardAction:[8, 1, 1]:0.0
[8, 1, 1]:MoveForwardAction:[7, 1, 1]:1.0
[8, 1, 1]:TurnLeftAction:[8, 1, 1]:0.0
[8, 1, 1]:TurnLeftAction:[8, 1, 2]:1.0
[8, 1, 1]:TurnRightAction:[8, 1, 1]:0.0
[8, 1, 1]:TurnRightAction:[8, 1, 0]:1.0
[8, 1, 1]:StopAction:[8, 1, 1]:1.0
[8, 1, 2]:MoveForwardAction:[8, 1, 2]:1.0
[8, 1, 2]:TurnLeftAction:[8, 1, 3]:1.0
[8, 1, 2]:TurnLeftAction:[8, 1, 2]:0.0
[8, 1, 2]:TurnRightAction:[8, 1, 1]:1.0
[8, 1, 2]:TurnRightAction:[8, 1, 2]:0.0
[8, 1, 2]:StopAction:[8, 1, 2]:1.0
[8, 1, 3]:MoveForwardAction:[9, 1, 3]:1.0
[8, 1, 3]:MoveForwardAction:[8, 1, 3]:0.0
[8, 1, 3]:TurnLeftAction:[8, 1, 3]:0.0
[8, 1, 3]:TurnLeftAction:[8, 1, 0]:1.0
[8, 1, 3]:TurnRightAction:[8, 1, 3]:0.0
[8, 1, 3]:TurnRightAction:[8, 1, 2]:1.0
[8, 1, 3]:StopAction:[8, 1, 3]:1.0
[9, 1, 0]:MoveForwardAction:[9, 1, 0]:1.0
[9, 1, 0]:TurnLeftAction:[9, 1, 0]:0.0
[9, 1, 0]:TurnLeftAction:[9, 1, 1]:1.0
[9, 1, 0]:TurnRightAction:[9, 1, 3]:1.0
[9, 1, 0]:TurnRightAction:[9, 1, 0]:0.0
[9, 1, 0]:StopAction:[9, 1, 0]:1.0
[9, 1, 1]:MoveForwardAction:[8, 1, 1]:1.0
[9, 1, 1]:MoveForwardAction:[9, 1, 1]:0.0
[9, 1, 1]:TurnLeftAction:[9, 1, 2]:1.0
[9, 1, 1]:TurnLeftAction:[9, 1, 1]:0.0
[9, 1, 1]:TurnRightAction:[9, 1, 0]:1.0
[9, 1, 1]:TurnRightAction:[9, 1, 1]:0.0
[9, 1, 1]:StopAction:[9, 1, 1]:1.0
[9, 1, 2]:MoveForwardAction:[9, 1, 2]:1.0
[9, 1, 2]:TurnLeftAction:[9, 1, 3]:1.0
[9, 1, 2]:TurnLeftAction:[9, 1, 2]:0.0
[9, 1, 2]:TurnRightAction:[9, 1, 2]:0.0
[9, 1, 2]:TurnRightAction:[9, 1, 1]:1.0
[9, 1, 2]:StopAction:[9, 1, 2]:1.0
[9, 1, 3]:MoveForwardAction:[9, 1, 3]:0.0
